17	los grandes acuerdos por chile a los que invita piñera no tienen color politico la izquierda comete error historico al restarse peor aun justificar ausencia con pequeñeces como es que se debe invitar a traves de los partidos familias chilenas los castigaran otra vez
18	el gobierno esta trabajando para la creacion de un nuevo credito para la educacion superior y que presentara en  dias no considera condonar deudas e intereses para los deudores del cae min de educ de piñeraque salio caro el no llamar e ir a votar todos a luchar unidos
19	derrota dura para piñera el panzer no ira a ninguna comision  el senador ps leyo lo evidente pero que izquierdistas no quisieron saber que las comisiones de piñera son artilugios mediaticos para el lucimiento del pdte y una eficaz herramienta para dividir a la oposicion
20	esta oposicion de izquierda no esta a la altura de lo que chile demanda de ellos y los van a castigar en las urnas la gente al votar por piñera voto tambien por su discurso de dialogo y acuerdos y esta oposicion le esta negando la sal y el agua 
21	piñera no tiene expertos ni apoyo suficiente para proyectarse pero son muy habiles inventan comisiones e invitan lideres d la oposicion para suplir la falta de experiencia bien  insulza no hay q pisar el palito en el parlamento se sacan las leyes y no en una cuarta camara
22	a proposito de ultimas informaciones en prensa y opiniones sobre tramitacion de lig dejo otras ideas y algunos datos esperando que aporten al momento  proyecto ingreso al congreso nacional el  mayo  por mocion parlamentaria y durante el gobierno de sebastian piñera respuesta  retweets  me gusta
23	el ministro moreno confirmo que el gobierno de piñera rebajara impuestos a las grandes empresas  alrededor de mil millones de dolares dejara de percibir el estadode donde saldra esa diferenciano hay que ser experto economico para saber quienes pagaremos ese costo
24	ledezma en carta publica dirigida a los presidentes de chile piñera peru kuczynski y argentina  macri les solicito acciones y medidas efectivas para liberar a vzla d la dictadura y ahorrarle a nuestro continente los estragos previsibles d perdurar la narcotirania vzolana
25	esta claro que las rree son un tema de estado pero piñera no debe seguir haciendo guiños a la izquierda hoy envio a muñoz a la haya ya lo hizo con guillierbasta piñera no juegues con fuego te puedes quemar 
26	ahora todos los hueones reclamando porque piñera le bajara los impuestos a los empresarios de  a  no les gusto quedarse hueveando en la casa y no gastar una hora de su tiempo pa ir a votar se aguantan los culiaos ahora
27	si la mitad de quienes critican a piñera o sus ministros en esta red social solo la mitad hubiese ido a votar no habria tanto carerraja en twitter
28	es imposible q gobierno pueda abrir una negociacion con la oposicion si no se contempla el tema constitucional piñera puede mandar su propio proyecto y ya hay uno d la presidenta bachelet se veran los  en comisiones y hay que aprobar  el plebiscito para lo q salga del congreso
29	piñera  gobierna en contra del clamor popular condiciona la gratuidad al crecimiento economico abre la posibilidad de conmutar penas a genocidas de punta peuco   elimina cuatro feriadossin duda esta gobernando para su clientela politica y los grupos economicos
30	va una semana del gobierno de piñera y  ya parece una eternidad hemos retrocedido todo lo avanzado por cumplir caprichos de un sectorley de identidad de generoreforma constitucional  vacaciones  feriadosgratuidad sera evaluada segun ande la economia
31	impresionante como la izquierda exige a gobierno de piñera que arregle en  dias cagazos que ellos dejaron en  años 
32	una semana del gobierno de piñera y ya dicen que le van a dar indulto a gente de punta peuco van a quitar feriados y el ministro de educacion no quiere que los estudiantes se manifiesten tiempos mejores 
33	para hacer la plata que tiene piñera hay q trabajar ser proactivo diligente emprendedor trabajador cosa que esta gente no  conoce  un comunista emprendedor resentidos y desclasados sociales el exito de otros no lo toleran
34	la busqueda de acuerdos a los que el pdte piñera nos convoca debe partir por asumir que los partidos opositores tienen mayoria en el congreso y nosotros en el pais y que las reformas no parten de cero sino de algunos avances del gobierno que recien termino
35	que levante la mano quien cree que realmente el sello del gobierno de piñera sera socialprimer parche ayudar en gastos de salud a clase media para que un cancer no los lleve a la pobreza en vez de profundizar en cambio para un sistema unico de saludmin moreno no pues
36	por los proximos  años el facho pobre promedio y los muy poquisimos fachos con plata se despertaran avergonzados preguntado y que cagada se mandara piñera hoyno se preocupen nosotros se lo recordaremos
37	no fue esta misma la que advirtio a todo chile sobre los robos negociados y especulacion financiera en desmedro de nuestro pais y a favor de si mismo de sebastian piñera eres muy odiosa mujer grande mi presichile agradecido mañana te despedimos a las  am en la moneda 
38	por favor diosito que sea verdad encuentro ultimo que esten jugando al suspenso con esto pero necesito que a los fachos les entre un kilometro de aji en el hoyo justo cuando asume piera 
39	espero que mi chile amado regrese a la normalidad que piñera pueda gobernar tranquilo y lleve al pais adelante como el sabe que se terminen las contradicciones politicas y todos trabajen en el bien de la patria
